Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,CoapplicantIncome
LP001349,Male,No,0,Graduate,No,2526,95,7,1,Rural,Y,1783
LP001350,Female,No,0,Graduate,No,5000,95,7,0,Semiurban,N,0
LP001351,Male,Yes,0,Graduate,No,2785,95,7,1,Rural,Y,2016
LP001352,Male,Yes,0,Graduate,No,3593,95,7,0,Rural,N,4266
LP001353,Male,Yes,1,Graduate,No,5468,95,7,1,Semiurban,Y,1032
LP001354,Female,No,0,Graduate,No,2667,95,7,,Urban,Y,1625
LP001355,Female,Yes,2,Not Graduate,No,3675,95,7,1,Semiurban,Y,242
LP001356,male,No,0,Not Graduate,Yes,5800,95,7,1,Semiurban,Y,0
LP001357,Female,Yes,0,Not Graduate,No,4467,95,7,,Rural,Y,0
LP001358,Male,No,0,Graduate,No,3333,95,7,1,Urban,Y,0
LP001359,Female,Yes,3+,Graduate,No,3400,95,7,0,Rural,N,2500
LP001360,Female,No,0,Graduate,No,2378,95,7,1,Urban,N,0
LP001361,male,Yes,0,Graduate,No,3166,95,7,0,Urban,N,2064
LP001362,male,Yes,3+,Graduate,No,6406,95,7,1,Semiurban,N,0
LP001363,Female,Yes,2,Graduate,No,3159,95,7,1,Urban,Y,461
LP001364,Female,Yes,0,Graduate,No,3087,95,7,0,Semiurban,N,2210
LP001365,Female,No,0,Graduate,No,3229,95,7,1,Urban,Y,2739
LP001366,Female,Yes,1,Graduate,No,1782,95,7,1,Rural,Y,2232
LP001367,Female,No,0,Graduate,No,1836,95,7,1,Urban,N,33837
LP001368,Female,Yes,0,Graduate,No,3166,95,7,1,Semiurban,Y,0
LP001369,Female,Yes,1,Graduate,No,1880,95,9,,Rural,N,0
LP001370,Female,Yes,1,Graduate,No,2787,95,9,0,Rural,N,1917
LP001371,Female,Yes,0,Graduate,No,2297,95,9,1,Urban,Y,1522
LP001372,Female,No,0,Not Graduate,No,2165,95,9,1,Semiurban,Y,0
LP001373,Female,No,0,Graduate,No,4750,95,9,1,Semiurban,Y,0
LP001374,Male,Yes,2,Graduate,Yes,2726,295,9,0,Semiurban,N,0
LP001375,Male,Yes,0,Graduate,No,3000,295,9,1,Semiurban,Y,3416
LP001376,Male,Yes,0,Graduate,No,3859,295,9,1,Rural,Y,3300
LP001377,Male,No,0,Not Graduate,No,3833,295,9,1,Rural,Y,0
LP001378,Male,No,,Graduate,No,2987,695,9,0,Semiurban,N,0
LP001379,Male,Yes,3+,Graduate,No,5703,695,9,1,Urban,Y,0
LP001380,Male,Yes,0,Graduate,No,3232,695,9,1,Rural,Y,1950
LP001381,Male,No,0,Graduate,No,2900,695,9,1,Rural,Y,0
LP001382,Female,Yes,3+,Graduate,No,4106,695,9,1,Rural,Y,0
LP001383,Female,No,0,Graduate,Yes,4583,695,9,0,Semiurban,N,0
LP001384,Female,No,0,Graduate,Yes,4583,695,9,0,Semiurban,N,0
LP001385,Female,No,0,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001386,Female,No,0,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001387,Female,Yes,0,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001388,Female,Yes,0,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001389,Female,Yes,3+,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001390,Female,Yes,3+,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001391,Female,No,3+,Graduate,Yes,3583,695,9,0,Semiurban,N,0
LP001392,Female,No,3+,Graduate,Yes,4083,695,9,0,Semiurban,N,0
LP001393,Female,No,3+,Graduate,Yes,4083,295,9,0,Semiurban,N,0
LP001394,Female,No,3+,Graduate,Yes,4083,295,9,0,Semiurban,N,0
LP001395,Female,No,3+,Graduate,Yes,4083,295,9,0,Semiurban,N,0
LP001396,Female,Yes,3+,Graduate,Yes,4083,295,9,0,Semiurban,N,0
LP001397,Male,Yes,3+,Graduate,No,4083,295,9,0,Semiurban,N,0
LP001398,Male,Yes,3+,Graduate,No,6583,295,9,0,Semiurban,N,0
LP001399,Male,Yes,0,Graduate,No,6583,295,9,0,Semiurban,N,1222
LP001400,Male,Yes,0,Graduate,No,6583,695,9,0,Semiurban,N,1222
LP001401,Male,Yes,0,Graduate,No,6583,695,9,0,Semiurban,N,1222
LP001402,Male,Yes,0,Graduate,No,6583,695,9,0,Semiurban,N,1222
LP001403,Male,Yes,0,Graduate,No,6583,695,9,0,Semiurban,N,1222
LP001404,Male,Yes,0,Graduate,No,6583,695,9,0,Semiurban,N,1222
LP001405,Male,Yes,0,Graduate,Yes,6583,695,9,0,Semiurban,N,1222
LP001406,Female,No,2,Not Graduate,No,6583,695,9,0,Semiurban,N,1222
LP001407,Female,No,2,Not Graduate,Yes,6583,695,9,0,Semiurban,N,1222
LP001408,Female,No,2,Not Graduate,No,6583,895,9,0,Semiurban,N,1222
LP001409,Female,No,2,Not Graduate,Yes,6583,895,9,0,Semiurban,N,1222
LP001410,Female,No,2,Not Graduate,No,9083,895,9,0,Semiurban,N,1222
LP001411,Female,No,2,Not Graduate,Yes,9083,895,9,0,Semiurban,N,1222
LP001412,Female,No,2,Not Graduate,No,9083,895,9,0,Semiurban,N,1222
LP001413,Female,No,2,Not Graduate,Yes,9083,895,10,0,Semiurban,N,1222
LP001414,Female,No,2,Not Graduate,No,9083,895,10,0,Semiurban,N,1222
LP001415,Female,No,2,Not Graduate,Yes,9083,895,10,0,Semiurban,N,1222
LP001416,Female,No,2,Not Graduate,No,9083,895,10,0,Semiurban,N,1222
LP001417,Male,No,2,Not Graduate,Yes,9083,895,10,0,Semiurban,N,1222
LP001418,Male,No,2,Not Graduate,No,9083,895,10,0,Semiurban,N,1222
LP001419,Male,No,2,Graduate,Yes,6583,895,10,0,Semiurban,N,1222
LP001420,Male,No,2,Graduate,No,6583,895,10,0,Semiurban,N,1222
LP001421,Male,No,2,Graduate,Yes,6583,895,10,0,Semiurban,N,1222
LP001422,Male,No,3+,Graduate,No,6583,895,10,0,Semiurban,N,1222
LP001423,Male,Yes,1,Graduate,Yes,6583,895,10,0,Semiurban,N,1222
LP001424,Male,Yes,1,Graduate,No,6583,895,10,0,Semiurban,N,1222
LP001425,Male,Yes,2,Graduate,Yes,6583,895,10,0,Semiurban,N,1222
LP001426,Male,Yes,3+,Graduate,No,6583,895,10,0,Semiurban,N,1222
LP001427,Male,Yes,3+,Graduate,Yes,6583,895,10,0,Semiurban,N,1222
LP001428,Male,Yes,1,Graduate,No,9083,895,10,0,Semiurban,N,1222
LP001429,Male,Yes,2,Graduate,Yes,9083,895,10,0,Semiurban,N,1222
LP001430,Male,Yes,3+,Graduate,No,9083,895,10,0,Semiurban,N,1222
LP001431,Female,Yes,1,Graduate,Yes,9083,895,10,0,Semiurban,N,1222
LP001432,Female,Yes,3+,Graduate,No,9083,895,10,0,Semiurban,N,1222
LP001433,Female,Yes,0,Graduate,Yes,9083,895,10,0,Semiurban,N,1222
LP001434,Female,Yes,0,Graduate,No,9083,895,10,0,Rural,N,1222
LP001435,Female,Yes,0,Graduate,Yes,9083,895,10,0,Rural,N,1222
LP001436,Female,Yes,0,Graduate,No,9083,895,10,0,Rural,N,1222
LP001437,Female,Yes,0,Graduate,Yes,9083,695,10,0,Urban,N,1222
LP001438,Female,Yes,0,Graduate,No,6583,695,10,0,,N,1222
LP001439,Female,Yes,0,Graduate,Yes,6583,695,10,0,Rural,Y,1222
LP001440,Female,Yes,3+,Graduate,No,6583,695,10,0,Rural,Y,1222
LP001441,Female,No,3+,Graduate,No,6583,695,10,0,Rural,Y,1222
LP001442,Female,No,3+,Graduate,No,6583,695,10,0,Rural,Y,3666
LP001443,Female,No,3+,Graduate,No,6583,695,10,0,Rural,Y,3666
LP001444,Female,No,3+,Graduate,No,6583,695,10,0,Rural,Y,3666
LP001445,Female,No,3+,Graduate,No,6583,695,10,0,Rural,Y,3666
LP001446,Female,No,3+,Graduate,No,6583,695,10,0,Rural,Y,3666
LP001447,Male,No,3+,Graduate,No,7783,695,10,0,Rural,Y,3666
LP001448,Male,No,3+,Graduate,No,7783,695,10,0,Rural,Y,3666
LP001449,Male,No,3+,Graduate,No,7783,695,10,0,Rural,Y,3666
LP001450,Male,No,3+,Graduate,No,7783,695,10,0,Rural,Y,3666
LP001451,Male,No,3+,Graduate,No,7783,695,10,0,Rural,Y,3666
LP001452,Male,No,2,Graduate,No,7783,695,10,0,Rural,Y,3666
LP001453,Male,No,2,Not Graduate,No,7783,695,10,0,Rural,Y,3666
LP001454,Male,No,2,Not Graduate,No,7783,695,10,0,Rural,Y,3666
LP001455,Male,No,2,Not Graduate,No,7783,695,10,0,Rural,Y,3666
LP001456,Male,Yes,2,Not Graduate,No,7783,695,10,0,Rural,Y,3666
LP001457,Male,Yes,2,Not Graduate,No,7783,695,10,0,Rural,Y,3666
LP001458,Male,Yes,2,Not Graduate,No,1200,695,10,0,Rural,Y,3666
LP001459,Male,Yes,2,Not Graduate,No,1200,695,10,0,Rural,Y,3666
LP001460,Male,Yes,2,Not Graduate,No,1200,695,10,0,Rural,Y,3666
LP001461,Male,Yes,2,Not Graduate,No,1200,695,10,0,Rural,Y,3666
LP001462,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001463,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001464,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001465,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001466,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001467,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001468,Male,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001469,Female,Yes,2,Not Graduate,Yes,2400,695,10,0,Rural,Y,3666
LP001470,Female,Yes,2,Not Graduate,Yes,10400,695,10,0,Rural,Y,3666
LP001471,Female,Yes,2,Not Graduate,Yes,10400,695,10,0,Rural,Y,3666
LP001472,Female,Yes,2,Not Graduate,Yes,10400,695,10,0,Rural,Y,3666
LP001473,Female,Yes,2,Not Graduate,Yes,10400,695,10,0,Rural,Y,3666
LP001474,Female,Yes,2,Not Graduate,Yes,10400,695,10,0,Rural,Y,3666
LP001475,Female,Yes,2,Not Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001476,Female,Yes,2,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001477,Female,Yes,2,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001478,Female,Yes,2,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001479,Female,Yes,2,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001480,Female,Yes,3+,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001481,Female,Yes,3+,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001482,Female,No,3+,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001483,Female,No,3+,Graduate,Yes,10400,295,10,0,Rural,Y,3666
LP001484,Female,No,3+,Graduate,No,10400,295,10,0,Rural,Y,3666
LP001485,Female,No,3+,Graduate,No,18400,295,10,0,Rural,Y,3666
LP001486,Female,No,3+,Graduate,Yes,18400,295,10,0,Rural,Y,3666
LP001487,Female,No,3+,Graduate,No,18400,295,10,0,Rural,Y,3666
LP001488,Female,No,3+,Graduate,Yes,18400,295,10,0,Rural,Y,3666
LP001489,Male,No,3+,Graduate,No,18400,295,10,0,Rural,Y,3666
LP001490,Male,No,3+,Graduate,Yes,18400,295,10,0,Urban,Y,3666
LP001491,Male,No,3+,Graduate,No,18400,295,10,0,Urban,Y,3666
LP001492,Male,No,3+,Graduate,Yes,18400,295,10,0,Urban,Y,3666
LP001493,Male,No,3+,Graduate,No,18400,295,10,0,Urban,Y,3666
LP001494,Male,No,3+,Graduate,Yes,18400,295,10,0,Urban,Y,3666
LP001495,Male,No,3+,Graduate,No,18400,295,10,0,Urban,Y,3666
LP001496,Male,No,3+,Graduate,Yes,10400,295,10,0,Urban,Y,3666
LP001497,Male,No,0,Graduate,Yes,10400,295,10,0,Urban,Y,3666
LP001498,Male,No,0,Graduate,No,10400,395,10,0,Urban,Y,3666
LP001499,Male,No,0,Graduate,No,10400,395,10,0,Urban,Y,3666
LP001500,Male,No,0,Graduate,Yes,10400,395,10,0,Urban,Y,3666
LP001501,Male,No,0,Graduate,No,10400,395,10,0,Urban,Y,3666
LP001502,Female,No,0,Graduate,Yes,10400,395,10,0,Urban,Y,3666
LP001503,Female,No,0,Graduate,No,10400,395,10,0,Urban,Y,3666
LP001504,Female,No,0,Graduate,Yes,10400,395,10,0,Urban,Y,3666
LP001505,Female,No,0,Graduate,No,8000,395,10,0,Urban,Y,3666
LP001506,Female,No,0,Graduate,Yes,8000,395,10,0,Urban,Y,3666
LP001507,Female,No,0,Graduate,No,8000,495,10,0,Urban,Y,3666
LP001508,Female,No,0,Graduate,Yes,8000,495,10,0,Urban,Y,3666
LP001509,Female,No,0,Graduate,No,8000,495,10,0,Urban,Y,3666
LP001510,Female,No,0,Graduate,Yes,8000,495,10,0,Urban,Y,3666
LP001511,Female,No,0,Graduate,No,8000,495,10,0,Urban,Y,3666
LP001512,Female,No,0,Graduate,Yes,13000,495,10,0,Urban,Y,3666
LP001513,Female,No,0,Graduate,No,13000,495,10,0,Urban,Y,3666
LP001514,Female,No,0,Graduate,Yes,13000,495,10,0,Urban,Y,3666
LP001515,Female,No,0,Graduate,No,13000,495,10,0,Urban,Y,3666
LP001516,Female,Yes,0,Graduate,Yes,13000,495,10,0,Urban,Y,3666
LP001517,Female,Yes,0,Graduate,No,13000,495,10,0,Urban,Y,3666
LP001518,Female,Yes,0,Graduate,Yes,13000,495,10,0,Urban,Y,3666
LP001519,Female,Yes,0,Graduate,No,5000,395,10,0,Urban,Y,3666
LP001520,Female,Yes,0,Graduate,Yes,5000,395,10,0,Urban,Y,3666
LP001521,Female,Yes,0,Graduate,No,5000,395,10,0,Urban,Y,3666
LP001522,Female,Yes,0,Graduate,Yes,5000,395,10,0,Urban,Y,3666
LP001523,Female,Yes,0,Graduate,No,5000,395,10,0,Urban,Y,3666
LP001524,Female,Yes,0,Graduate,Yes,5000,395,10,0,Urban,Y,3666
LP001525,Female,Yes,1,Graduate,No,5000,595,10,0,Urban,Y,3666
LP001526,Female,Yes,1,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001527,Female,Yes,1,Graduate,No,5000,595,10,0,Urban,Y,3666
LP001528,Male,Yes,0,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001529,Male,Yes,2,Graduate,No,5000,595,10,0,Urban,Y,3666
LP001530,Male,Yes,1,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001531,Male,Yes,1,Graduate,No,5000,595,10,0,Urban,Y,3666
LP001532,Male,Yes,2,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001533,Male,Yes,0,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001534,Male,Yes,0,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001535,Male,Yes,2,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001536,Male,Yes,1,Graduate,Yes,5000,595,10,0,Urban,Y,3666
LP001537,Male,Yes,2,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001538,Male,Yes,1,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001539,Male,Yes,2,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001540,Male,Yes,1,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001541,Male,Yes,2,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001542,Male,Yes,1,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001543,Male,Yes,2,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001544,Male,No,1,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001545,Male,No,3+,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001546,Male,No,1,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001547,Male,No,2,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001548,Male,No,3+,Graduate,Yes,15000,595,10,0,Urban,Y,3666
LP001549,Male,No,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001550,Male,No,3+,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001551,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001552,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001553,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001554,Male,No,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001555,Male,No,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001556,Male,No,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001557,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001558,Male,No,3+,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001559,Male,No,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001560,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001561,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001562,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001563,Male,No,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001564,Male,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001565,Male,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001566,Male,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001567,Male,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001568,Male,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001569,Male,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001570,Female,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001571,Female,Yes,1,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001572,Female,Yes,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001573,Female,Yes,2,Graduate,No,15000,595,10,0,Urban,Y,3666
LP001574,Female,Yes,2,Graduate,No,19500,595,10,0,Urban,Y,3666
LP001575,Female,Yes,2,Graduate,Yes,19500,595,10,0,Urban,Y,3666
LP001576,Female,Yes,2,Graduate,Yes,19500,595,10,0,Urban,Y,3666
LP001577,Female,No,2,Graduate,Yes,19500,595,10,0,Urban,Y,3666
LP001578,Female,No,2,Graduate,Yes,19500,595,10,0,Urban,Y,3666
LP001579,Female,No,3+,Graduate,Yes,19500,595,10,0,Urban,Y,3666
LP001580,Female,No,3+,Graduate,No,19500,595,10,0,Urban,Y,3666
LP001581,Female,No,3+,Graduate,No,19500,595,10,0,Urban,Y,3666
LP001582,Female,No,3+,Graduate,Yes,19500,595,10,0,Urban,Y,3666
LP001583,Female,No,3+,Graduate,No,19500,595,10,0,Urban,Y,3666
LP001584,Female,No,3+,Graduate,Yes,19500,595,10,0,Urban,N,3666
LP001585,Female,No,3+,Graduate,No,19500,595,10,0,Urban,N,3666
LP001586,Female,No,3+,Graduate,Yes,19500,595,10,0,Urban,N,3666
LP001587,Female,No,3+,Graduate,No,19500,595,10,0,Urban,N,3666
LP001588,Female,Yes,3+,Graduate,Yes,19500,595,10,0,Urban,N,3666
LP001589,Female,Yes,3+,Graduate,No,19500,595,10,0,Urban,N,3666
LP001590,Female,Yes,3+,Graduate,Yes,19500,595,10,0,Urban,N,3666
LP001591,Male,Yes,3+,Graduate,No,19500,595,10,0,Urban,N,3666
LP001592,Male,Yes,3+,Graduate,Yes,19500,595,10,0,Urban,N,3666
LP001593,Male,Yes,3+,Graduate,No,19500,595,10,0,Urban,N,3666
LP001594,Female,Yes,3+,Graduate,Yes,19500,595,10,0,Urban,N,3666
LP001595,Female,Yes,3+,Graduate,No,19500,595,10,0,Urban,N,3666
LP001596,Female,Yes,3+,Graduate,Yes,19500,495,10,1,Urban,N,3666
LP001597,Male,Yes,3+,Graduate,No,19500,495,10,1,Urban,N,3666
LP001598,Male,Yes,3+,Graduate,Yes,19500,495,10,1,Urban,N,3666
LP001599,Male,Yes,3+,Graduate,No,19500,495,10,1,Urban,N,3666
LP001600,Male,Yes,1,Graduate,Yes,19500,495,10,1,Urban,N,3666
LP001601,Male,Yes,1,Graduate,Yes,4500,495,10,1,Urban,N,3666
LP001602,Male,Yes,1,Graduate,No,4500,495,10,1,Urban,N,3666
LP001603,Female,Yes,1,Graduate,Yes,4500,495,10,1,Urban,N,3666
LP001604,Female,Yes,1,Graduate,No,4500,495,10,1,Urban,N,3666
LP001605,Female,Yes,1,Graduate,Yes,4500,495,10,1,Urban,N,3666
LP001606,Female,Yes,1,Graduate,Yes,4500,495,10,1,Urban,N,3666
LP001607,Male,Yes,1,Graduate,No,4500,295,10,1,Urban,N,3666
LP001608,Female,Yes,1,Graduate,No,4500,395,10,1,Urban,N,3666
LP001609,Male,Yes,1,Graduate,Yes,4500,395,10,1,Urban,N,3666
LP001610,Female,Yes,1,Graduate,No,4500,395,10,1,Urban,N,3666
LP001611,Male,Yes,1,Graduate,Yes,4500,395,10,1,Urban,N,3666
LP001612,Female,No,1,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001613,Female,No,1,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001614,Male,No,1,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001615,Male,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001616,Female,No,0,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001617,Male,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001618,Female,No,0,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001619,Male,No,0,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001620,Male,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001621,Female,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001622,Male,No,0,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001623,Female,No,0,Not Graduate,Yes,9500,395,10,1,Urban,N,3666
LP001624,Female,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001625,Male,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001626,Male,No,0,Not Graduate,No,9500,395,10,1,Urban,N,3666
LP001627,Male,No,0,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001628,Female,No,0,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001629,Male,No,0,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001630,Female,No,0,Not Graduate,No,9500,395,4,1,Urban,N,3666
LP001631,Male,No,2,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001632,Female,No,2,Not Graduate,No,9500,395,4,1,Urban,N,3666
LP001633,Male,No,2,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001634,Female,No,2,Not Graduate,No,9500,395,4,1,Urban,N,3666
LP001635,Male,No,2,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001636,Female,Yes,2,Not Graduate,No,9500,395,4,1,Urban,N,3666
LP001637,Male,Yes,2,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001638,Male,Yes,2,Not Graduate,Yes,9500,395,4,1,Urban,N,3666
LP001639,Female,Yes,2,Not Graduate,No,9500,395,4,1,Urban,N,3666
LP001640,Male,Yes,2,Not Graduate,Yes,9500,395,4,1,Urban,Y,3666
LP001641,Female,Yes,2,Not Graduate,No,9500,395,4,1,Urban,Y,3666
LP001642,Female,Yes,2,Not Graduate,Yes,9500,395,4,1,Urban,Y,3666
LP001643,Female,Yes,2,Not Graduate,Yes,9500,395,4,1,Urban,Y,3666
LP001644,Female,Yes,2,Not Graduate,No,9500,395,4,1,Urban,Y,3666
LP001645,Male,Yes,2,Not Graduate,No,5000,395,4,1,Urban,Y,3666
LP001646,Male,Yes,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001647,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001648,Male,Yes,2,Not Graduate,No,5000,395,4,1,Urban,Y,3666
LP001649,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001650,Male,Yes,2,Not Graduate,No,5000,395,4,1,Urban,Y,3666
LP001651,Male,Yes,2,Not Graduate,No,5000,395,4,1,Urban,Y,3666
LP001652,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001653,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001654,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001655,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001656,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001657,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001658,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001659,Male,Yes,2,Not Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001660,Male,Yes,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001661,Male,Yes,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001662,Male,Yes,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001663,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001664,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001665,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001666,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001667,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001668,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001669,Male,No,2,Graduate,Yes,5000,395,4,1,Urban,Y,3666
LP001670,Male,No,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001671,Male,No,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001672,Female,No,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001673,Female,No,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001674,Female,No,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001675,Female,Yes,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001676,Female,Yes,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001677,Female,Yes,2,Graduate,No,5000,395,4,1,Urban,Y,3666
LP001678,Female,Yes,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001679,Male,Yes,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001680,Male,Yes,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001681,Male,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001682,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001683,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001684,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001685,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001686,Female,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001687,Female,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001688,Female,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001689,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001690,Male,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
